Customer_id,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,bureau_score,job,num_dependents,own_telephone,foreign_worker,Spend_debit_card,class
182,<0,30,existing paid,furniture/equipment,6350,no known savings,>=7,4,male single,none,4,life insurance,31,none,own,10,skilled,1,none,yes,1075,bad
183,<0,24,all paid,furniture/equipment,3552,<100,4<=X<7,3,male single,none,4,car,27,bank,own,10,skilled,1,none,yes,4384,bad
184,<0,12,critical/other existing credit,furniture/equipment,2246,<100,>=7,3,male single,none,3,life insurance,60,none,own,20,skilled,1,none,yes,105,bad
185,<0,18,all paid,furniture/equipment,1553,<100,1<=X<4,4,male single,none,3,car,44,bank,own,10,skilled,1,none,yes,4663,good
186,<0,30,existing paid,furniture/equipment,3108,<100,<1,2,male div/sep,none,4,life insurance,31,none,own,10,unskilled resident,1,none,yes,1298,bad
187,<0,36,existing paid,furniture/equipment,2712,<100,>=7,2,male single,none,2,life insurance,41,bank,own,10,skilled,2,none,yes,2366,bad
188,<0,36,existing paid,furniture/equipment,5179,<100,4<=X<7,4,male single,none,2,life insurance,29,none,own,10,skilled,1,none,yes,40,bad
189,<0,24,existing paid,furniture/equipment,2359,100<=X<500,unemployed,1,male div/sep,none,1,life insurance,33,none,own,10,skilled,1,none,yes,1826,bad
190,<0,24,all paid,furniture/equipment,6872,<100,<1,2,male div/sep,none,1,life insurance,55,bank,own,10,skilled,1,yes,yes,4928,bad
191,<0,65,existing paid,furniture/equipment,305,>=1000,>=7,3,male div/sep,none,1,car,67,stores,own,50,high qualif/self emp/mgmt,11,yes,no,3546,bad
192,<0,6,existing paid,furniture/equipment,1374,<100,1<=X<4,1,male single,none,2,real estate,36,bank,own,10,unskilled resident,1,yes,yes,999,good
193,<0,24,existing paid,furniture/equipment,4020,<100,1<=X<4,2,male single,none,2,car,27,stores,own,10,skilled,1,none,yes,3398,good
194,<0,24,existing paid,furniture/equipment,7721,no known savings,<1,1,female div/dep/mar,none,2,life insurance,30,none,own,10,skilled,1,yes,no,2090,good
195,<0,33,critical/other existing credit,furniture/equipment,4281,500<=X<1000,1<=X<4,1,female div/dep/mar,none,4,car,23,none,own,20,skilled,1,none,yes,4098,good
196,<0,12,existing paid,furniture/equipment,2577,<100,1<=X<4,2,male div/sep,none,1,car,42,none,own,10,skilled,1,none,yes,3465,good
197,<0,12,existing paid,furniture/equipment,1657,<100,1<=X<4,2,male single,none,2,real estate,27,none,own,10,skilled,1,none,yes,893,good
198,<0,12,existing paid,furniture/equipment,1262,no known savings,>=7,2,male div/sep,none,4,life insurance,49,none,own,10,unskilled resident,1,yes,yes,209,good
199,<0,15,delayed previously,furniture/equipment,3643,<100,>=7,1,female div/dep/mar,none,4,life insurance,27,none,own,20,unskilled resident,1,none,yes,4708,good
200,<0,18,existing paid,furniture/equipment,2659,>=1000,1<=X<4,4,male single,none,2,car,28,none,own,10,skilled,1,none,yes,873,good
201,<0,24,existing paid,furniture/equipment,4169,<100,1<=X<4,4,male single,none,4,life insurance,28,none,own,10,skilled,1,none,yes,140,good
202,<0,20,existing paid,furniture/equipment,2212,no known savings,4<=X<7,4,male single,none,4,car,39,none,own,10,skilled,1,yes,yes,2759,good
203,<0,36,critical/other existing credit,furniture/equipment,2348,<100,1<=X<4,3,male mar/wid,none,2,life insurance,46,none,own,20,skilled,1,yes,yes,3525,good
204,<0,9,existing paid,furniture/equipment,2136,<100,1<=X<4,3,male single,none,2,real estate,25,none,own,10,skilled,1,none,yes,1987,good
205,<0,15,critical/other existing credit,furniture/equipment,1478,<100,>=7,4,male single,none,4,car,44,none,own,20,skilled,2,yes,yes,4622,good
206,<0,24,all paid,furniture/equipment,2828,500<=X<1000,1<=X<4,4,male single,none,4,real estate,22,stores,own,10,skilled,1,yes,yes,2019,good
207,<0,15,critical/other existing credit,furniture/equipment,975,<100,1<=X<4,2,male div/sep,none,3,life insurance,25,none,own,20,skilled,1,none,yes,1974,good
208,<0,24,all paid,furniture/equipment,2483,500<=X<1000,1<=X<4,4,male single,none,4,real estate,22,stores,own,10,skilled,1,yes,yes,2438,good
209,<0,39,critical/other existing credit,furniture/equipment,14179,no known savings,4<=X<7,4,male single,none,4,life insurance,30,none,own,20,high qualif/self emp/mgmt,1,yes,yes,4008,good
210,<0,6,existing paid,furniture/equipment,428,<100,>=7,2,female div/dep/mar,none,1,life insurance,49,bank,own,10,skilled,1,yes,yes,2966,good
211,<0,20,critical/other existing credit,furniture/equipment,4272,<100,>=7,1,female div/dep/mar,none,4,life insurance,24,none,own,20,skilled,1,none,yes,2447,good
212,<0,36,existing paid,furniture/equipment,3959,<100,unemployed,4,male single,none,3,life insurance,30,none,own,10,high qualif/self emp/mgmt,1,yes,yes,3568,good
213,<0,12,existing paid,furniture/equipment,827,<100,unemployed,4,male div/sep,none,3,no known property,63,bank,own,180,unskilled resident,14,yes,yes,2708,good
214,<0,12,existing paid,furniture/equipment,1282,<100,1<=X<4,2,female div/dep/mar,none,4,car,20,none,rent,10,skilled,1,none,yes,1184,good
215,<0,6,critical/other existing credit,furniture/equipment,3384,<100,1<=X<4,1,male div/sep,none,4,real estate,44,none,rent,10,high qualif/self emp/mgmt,1,yes,yes,3013,good
216,<0,30,existing paid,furniture/equipment,2406,<100,4<=X<7,4,female div/dep/mar,none,4,real estate,23,none,rent,10,skilled,1,none,yes,3180,bad
217,<0,18,no credits/all paid,furniture/equipment,3114,<100,<1,1,female div/dep/mar,none,4,life insurance,26,none,rent,10,skilled,1,none,yes,4589,bad
218,<0,24,existing paid,furniture/equipment,3234,<100,<1,4,female div/dep/mar,none,4,real estate,23,none,rent,10,unskilled resident,1,yes,yes,-27,bad
219,<0,18,existing paid,furniture/equipment,2039,<100,1<=X<4,1,female div/dep/mar,none,4,real estate,20,bank,rent,10,skilled,1,none,yes,-45,bad
220,<0,18,critical/other existing credit,furniture/equipment,2124,<100,1<=X<4,4,female div/dep/mar,none,4,real estate,24,none,rent,20,skilled,1,none,yes,-25,bad
221,<0,24,existing paid,furniture/equipment,3345,<100,>=7,4,male single,none,2,life insurance,39,none,rent,10,high qualif/self emp/mgmt,1,yes,yes,-48,bad
222,<0,24,existing paid,furniture/equipment,3021,<100,1<=X<4,2,male div/sep,none,2,real estate,24,none,rent,10,unskilled resident,1,none,yes,-19,good
223,<0,24,no credits/all paid,furniture/equipment,4110,<100,>=7,3,male single,none,4,no known property,23,bank,rent,20,skilled,2,none,yes,-11,good
224,<0,21,existing paid,furniture/equipment,3599,<100,4<=X<7,1,female div/dep/mar,none,4,car,26,none,rent,10,unskilled resident,1,none,yes,-12,good
225,<0,18,existing paid,furniture/equipment,3650,<100,<1,1,female div/dep/mar,none,4,car,22,none,rent,10,skilled,1,none,yes,-36,good
226,<0,30,existing paid,furniture/equipment,3622,>=1000,>=7,4,female div/dep/mar,none,4,life insurance,57,none,rent,20,skilled,1,yes,yes,-15,good
227,<0,12,existing paid,furniture/equipment,1858,<100,<1,4,female div/dep/mar,none,1,car,22,none,rent,10,skilled,1,none,yes,-44,good
228,<0,12,existing paid,furniture/equipment,652,<100,>=7,4,female div/dep/mar,none,4,life insurance,24,none,rent,10,skilled,1,none,yes,-39,good
229,<0,18,critical/other existing credit,furniture/equipment,1049,<100,<1,4,female div/dep/mar,none,4,life insurance,21,none,rent,10,skilled,1,none,yes,-29,good
230,<0,15,critical/other existing credit,furniture/equipment,1433,<100,1<=X<4,4,female div/dep/mar,none,3,life insurance,25,none,rent,20,skilled,1,none,yes,-18,good
231,<0,54,existing paid,furniture/equipment,252,<100,<1,2,male mar/wid,none,1,car,73,bank,rent,280,unemp/unskilled non res,2,none,yes,-33,good
232,<0,68,critical/other existing credit,furniture/equipment,803,<100,<1,1,male div/sep,none,3,car,60,none,rent,430,unemp/unskilled non res,13,none,yes,-11,good
233,<0,22,delayed previously,furniture/equipment,538,<100,4<=X<7,3,male mar/wid,none,3,no known property,27,stores,rent,70,high qualif/self emp/mgmt,7,none,yes,-22,good
234,<0,70,critical/other existing credit,furniture/equipment,892,<100,1<=X<4,4,male div/sep,none,1,no known property,24,stores,rent,230,skilled,8,yes,yes,-39,good
235,<0,36,existing paid,furniture/equipment,894,<100,4<=X<7,3,male div/sep,none,3,car,38,none,rent,70,skilled,2,yes,yes,2707,good
236,<0,40,all paid,new car,823,<100,unemployed,3,male mar/wid,co applicant,4,life insurance,47,stores,for free,480,skilled,2,none,no,4199,good
237,<0,62,existing paid,new car,901,<100,1<=X<4,4,male div/sep,co applicant,2,real estate,46,stores,for free,240,high qualif/self emp/mgmt,7,yes,yes,1479,good
238,<0,27,critical/other existing credit,new car,562,500<=X<1000,1<=X<4,2,male mar/wid,co applicant,1,no known property,22,bank,for free,150,unskilled resident,6,yes,no,2174,good
239,<0,46,existing paid,new car,569,<100,>=7,4,male mar/wid,co applicant,4,no known property,25,stores,for free,100,skilled,1,yes,yes,4954,good
240,<0,24,existing paid,new car,4817,<100,4<=X<7,2,male single,co applicant,3,life insurance,31,none,own,10,skilled,1,yes,yes,8,bad
241,<0,24,existing paid,new car,2303,<100,>=7,4,male single,co applicant,1,real estate,45,none,own,10,skilled,1,none,yes,1538,bad
242,<0,13,existing paid,new car,485,<100,1<=X<4,2,male div/sep,co applicant,4,no known property,29,stores,own,390,skilled,2,yes,yes,990,good
243,<0,53,existing paid,new car,896,no known savings,unemployed,4,male mar/wid,co applicant,2,real estate,25,bank,own,290,skilled,3,yes,yes,2401,bad
244,<0,12,critical/other existing credit,new car,3499,<100,1<=X<4,3,female div/dep/mar,co applicant,2,real estate,29,none,own,20,skilled,1,none,yes,2239,good
245,<0,10,critical/other existing credit,new car,1038,<100,4<=X<7,4,male single,co applicant,3,life insurance,49,none,own,20,skilled,1,yes,yes,854,good
246,<0,21,existing paid,new car,3763,no known savings,4<=X<7,2,male single,co applicant,2,real estate,24,none,own,10,unskilled resident,1,none,no,2293,good
247,<0,31,existing paid,new car,369,<100,4<=X<7,1,male div/sep,co applicant,1,real estate,49,bank,own,170,skilled,8,yes,yes,4762,good
248,<0,57,critical/other existing credit,new car,978,>=1000,>=7,2,male div/sep,co applicant,2,no known property,39,none,own,150,unskilled resident,8,yes,no,72,good
249,<0,12,critical/other existing credit,new car,4843,<100,>=7,3,male single,co applicant,4,life insurance,43,none,rent,20,skilled,1,yes,yes,2425,bad
250,<0,24,all paid,new car,1193,<100,unemployed,1,female div/dep/mar,co applicant,4,no known property,29,none,rent,20,unemp/unskilled non res,1,none,yes,3101,bad
251,<0,18,critical/other existing credit,new car,604,no known savings,unemployed,3,male mar/wid,co applicant,3,life insurance,47,bank,rent,180,unemp/unskilled non res,10,none,no,1364,good
252,<0,48,existing paid,new car,529,500<=X<1000,<1,3,male div/sep,co applicant,2,no known property,61,stores,rent,380,unskilled resident,12,none,no,4494,bad
253,<0,10,no credits/all paid,new car,677,100<=X<500,>=7,2,male single,co applicant,2,car,33,stores,rent,480,unemp/unskilled non res,1,yes,no,2289,good
254,<0,7,existing paid,new car,531,500<=X<1000,>=7,1,male div/sep,co applicant,3,no known property,63,bank,rent,330,skilled,10,yes,no,266,good
255,<0,23,critical/other existing credit,new car,722,<100,unemployed,3,male single,guarantor,1,life insurance,75,bank,for free,480,unskilled resident,3,yes,yes,4005,bad
256,<0,41,existing paid,new car,377,no known savings,1<=X<4,4,male single,guarantor,2,real estate,33,none,for free,420,unskilled resident,7,yes,no,628,bad
257,<0,4,existing paid,new car,757,100<=X<500,1<=X<4,1,male mar/wid,guarantor,3,real estate,39,none,for free,340,skilled,10,yes,yes,3336,bad
258,<0,61,existing paid,new car,961,500<=X<1000,<1,2,male mar/wid,guarantor,1,no known property,42,bank,for free,330,skilled,3,none,yes,2472,bad
259,<0,46,existing paid,new car,970,<100,unemployed,4,male div/sep,guarantor,1,no known property,72,stores,for free,80,skilled,9,none,yes,266,good
260,<0,31,existing paid,new car,889,500<=X<1000,>=7,1,male div/sep,guarantor,1,life insurance,31,none,for free,320,unskilled resident,2,yes,yes,541,good
261,<0,62,existing paid,new car,828,100<=X<500,<1,4,male div/sep,guarantor,3,car,32,none,own,60,unskilled resident,6,yes,no,3378,bad
262,<0,12,existing paid,new car,1893,<100,1<=X<4,4,female div/dep/mar,guarantor,4,life insurance,29,none,own,10,skilled,1,yes,yes,4316,good
263,<0,60,existing paid,new car,555,<100,>=7,3,male mar/wid,guarantor,4,car,56,bank,own,40,unskilled resident,9,yes,no,4561,good
264,<0,59,existing paid,new car,769,<100,<1,4,male div/sep,guarantor,4,real estate,45,none,own,420,unemp/unskilled non res,10,yes,yes,375,good
265,<0,20,critical/other existing credit,new car,2235,<100,1<=X<4,4,male mar/wid,guarantor,2,life insurance,33,bank,rent,20,skilled,1,none,no,1044,bad
266,<0,16,critical/other existing credit,new car,2625,<100,>=7,2,male single,guarantor,4,life insurance,43,bank,rent,10,skilled,1,yes,yes,1995,bad
267,<0,36,existing paid,new car,697,100<=X<500,<1,4,male single,guarantor,2,no known property,34,none,rent,170,unemp/unskilled non res,11,yes,no,1131,good
268,<0,48,existing paid,new car,7763,<100,>=7,4,male single,none,4,no known property,42,bank,for free,10,high qualif/self emp/mgmt,1,none,yes,2335,bad
269,<0,24,delayed previously,new car,1333,<100,unemployed,4,male single,none,2,real estate,43,none,for free,20,skilled,2,none,yes,721,bad
270,<0,48,existing paid,new car,3931,<100,4<=X<7,4,male single,none,4,no known property,46,none,for free,10,skilled,2,none,yes,2966,bad
271,<0,18,all paid,new car,1442,<100,4<=X<7,4,male single,none,4,no known property,32,none,for free,20,unskilled resident,2,none,yes,1909,bad
272,<0,9,existing paid,new car,1422,<100,<1,3,male single,none,2,no known property,27,none,for free,10,high qualif/self emp/mgmt,1,yes,yes,827,bad
273,<0,60,existing paid,new car,621,<100,<1,2,male div/sep,none,3,real estate,38,bank,for free,130,unemp/unskilled non res,1,yes,no,1168,bad
274,<0,24,delayed previously,new car,4870,<100,1<=X<4,3,male single,none,4,no known property,53,none,for free,20,skilled,2,none,yes,4681,good
275,<0,18,critical/other existing credit,new car,5302,<100,>=7,2,male single,none,4,no known property,36,none,for free,30,high qualif/self emp/mgmt,1,yes,yes,2464,good
276,<0,36,existing paid,new car,3249,<100,4<=X<7,2,male single,none,4,no known property,39,bank,for free,10,high qualif/self emp/mgmt,2,yes,yes,1964,good
277,<0,14,existing paid,new car,3973,<100,unemployed,1,male single,none,4,no known property,22,none,for free,10,skilled,1,none,yes,1752,good
278,<0,14,critical/other existing credit,new car,703,<100,>=7,4,male mar/wid,none,2,no known property,65,bank,for free,320,high qualif/self emp/mgmt,1,none,no,-25,good
279,<0,24,critical/other existing credit,new car,1199,<100,>=7,4,male single,none,4,car,60,none,own,20,unskilled resident,1,none,yes,-36,bad
280,<0,21,all paid,new car,1647,no known savings,1<=X<4,4,male single,none,2,life insurance,40,none,own,20,unskilled resident,2,none,yes,-34,bad
281,<0,24,existing paid,new car,915,no known savings,>=7,4,female div/dep/mar,none,2,car,29,bank,own,10,skilled,1,none,yes,-21,bad
282,<0,24,existing paid,new car,1381,no known savings,1<=X<4,4,female div/dep/mar,none,2,life insurance,35,none,own,10,skilled,1,none,yes,-30,good
283,<0,12,existing paid,new car,2579,<100,<1,4,male single,none,1,real estate,33,none,own,10,unskilled resident,2,none,yes,-37,good
284,<0,36,existing paid,new car,1842,<100,<1,4,female div/dep/mar,none,4,car,34,none,own,10,skilled,1,yes,yes,-47,bad
285,<0,9,existing paid,new car,654,<100,1<=X<4,4,male single,none,3,car,28,none,own,10,unskilled resident,1,none,yes,-18,bad
286,<0,24,existing paid,new car,3123,<100,<1,4,female div/dep/mar,none,1,life insurance,27,none,own,10,skilled,1,none,yes,-14,bad
287,<0,12,existing paid,new car,759,<100,4<=X<7,4,male single,none,2,real estate,26,none,own,10,skilled,1,none,yes,-13,bad
288,<0,12,existing paid,new car,1372,<100,4<=X<7,2,male div/sep,none,3,car,36,none,own,10,skilled,1,none,yes,-5,bad
289,<0,12,existing paid,new car,900,no known savings,1<=X<4,4,male mar/wid,none,2,car,23,none,own,10,skilled,1,none,yes,-12,bad
290,<0,12,existing paid,new car,1228,<100,1<=X<4,4,female div/dep/mar,none,2,real estate,24,none,own,10,unskilled resident,1,none,yes,377,bad
291,<0,12,existing paid,new car,1274,<100,<1,3,female div/dep/mar,none,1,real estate,37,none,own,10,unskilled resident,1,none,yes,1312,bad
292,<0,18,existing paid,new car,976,<100,<1,1,female div/dep/mar,none,2,car,23,none,own,10,unskilled resident,1,none,yes,4327,bad
293,<0,12,critical/other existing credit,new car,691,<100,>=7,4,male single,none,3,life insurance,35,none,own,20,skilled,1,none,yes,1415,bad
294,<0,36,existing paid,new car,9271,<100,4<=X<7,2,male single,none,1,car,24,none,own,10,skilled,1,yes,yes,1738,bad
295,<0,12,no credits/all paid,new car,1082,<100,1<=X<4,4,male single,none,4,car,48,bank,own,20,skilled,1,none,yes,3681,bad
296,<0,15,existing paid,new car,3959,<100,1<=X<4,3,female div/dep/mar,none,2,life insurance,29,none,own,10,skilled,1,yes,yes,1725,bad
